ID	LANGUAGE	FILENAME	NUMBER	FRENCH	MALAGASY	FORM
9422	Bara (Ihosy)	46-Bara.Ihosy.txt	107	dormir	matory	mandry
9423	Bara (Ihosy)	46-Bara.Ihosy.txt	108	vivre	velona	velo
9424	Bara (Ihosy)	46-Bara.Ihosy.txt	109	mourir	maty	maty
9425	Bara (Ihosy)	46-Bara.Ihosy.txt	110	tuer	mamono	mamono
9426	Bara (Ihosy)	46-Bara.Ihosy.txt	111	se battre	miady	miady
9427	Bara (Ihosy)	46-Bara.Ihosy.txt	112	chasser	mihaza	mamita
9428	Bara (Ihosy)	46-Bara.Ihosy.txt	113	frapper	mikapoka	mamofoky
9429	Bara (Ihosy)	46-Bara.Ihosy.txt	114	couper	mandidy	manapaky
9430	Bara (Ihosy)	46-Bara.Ihosy.txt	115	fendre (diviser)	mamaky	manilaky
9431	Bara (Ihosy)	46-Bara.Ihosy.txt	116	poignarder	manatsatoka antsy	mitomboky mesa
9432	Bara (Ihosy)	46-Bara.Ihosy.txt	117	gratter	mikiky	mikihy
9433	Bara (Ihosy)	46-Bara.Ihosy.txt	118	creuser	mangady	mihady
9434	Bara (Ihosy)	46-Bara.Ihosy.txt	119	nager	milomano	milagno
9435	Bara (Ihosy)	46-Bara.Ihosy.txt	120	voler	manidina	misidy
9436	Bara (Ihosy)	46-Bara.Ihosy.txt	121	aller	mandeha	mandeha
9437	Bara (Ihosy)	46-Bara.Ihosy.txt	122	venir	avy	avy
9438	Bara (Ihosy)	46-Bara.Ihosy.txt	123	être couche	mandry	mandry
9439	Bara (Ihosy)	46-Bara.Ihosy.txt	124	être assis	mipetraka	mitoboky
9440	Bara (Ihosy)	46-Bara.Ihosy.txt	125	être debout	mitsangana	mitsanga
9441	Bara (Ihosy)	46-Bara.Ihosy.txt	126	tourner	mihodina	mihotaky
9442	Bara (Ihosy)	46-Bara.Ihosy.txt	127	tomber	mianjera	megebo
9443	Bara (Ihosy)	46-Bara.Ihosy.txt	128	donner	manome	manolosy
9444	Bara (Ihosy)	46-Bara.Ihosy.txt	129	tenir	mitantana	mitata
9445	Bara (Ihosy)	46-Bara.Ihosy.txt	130	presser (comme un citron)	manery	mitery
9446	Bara (Ihosy)	46-Bara.Ihosy.txt	131	frotter	manakasoka	manatasoky
9447	Bara (Ihosy)	46-Bara.Ihosy.txt	132	laver	manasa	manasa
9448	Bara (Ihosy)	46-Bara.Ihosy.txt	133	essuyer	mamafa	mamafa
9449	Bara (Ihosy)	46-Bara.Ihosy.txt	134	tirer	mitifitra	mitifosy
9450	Bara (Ihosy)	46-Bara.Ihosy.txt	135	pousser	manosika	manosiky
9451	Bara (Ihosy)	46-Bara.Ihosy.txt	136	jeter (lancer)	manoraka	manoraky
9452	Bara (Ihosy)	46-Bara.Ihosy.txt	137	lier	mamehy	mamehy
9453	Bara (Ihosy)	46-Bara.Ihosy.txt	138	coudre	manjaitra	mitreboky
9454	Bara (Ihosy)	46-Bara.Ihosy.txt	139	compter	manisa	manisa
9455	Bara (Ihosy)	46-Bara.Ihosy.txt	140	dire	milaza	miroho
9456	Bara (Ihosy)	46-Bara.Ihosy.txt	141	chanter	mihira	miatsa
9457	Bara (Ihosy)	46-Bara.Ihosy.txt	142	jouer	milalao	mihisa
9458	Bara (Ihosy)	46-Bara.Ihosy.txt	143	flotter	mitsinkafona	mihefo
9459	Bara (Ihosy)	46-Bara.Ihosy.txt	144	couler	mikoriana	mikoria
9460	Bara (Ihosy)	46-Bara.Ihosy.txt	145	geler	mandry	mandry
9461	Bara (Ihosy)	46-Bara.Ihosy.txt	146	gonfler	mibontsina	mibosina
9462	Bara (Ihosy)	46-Bara.Ihosy.txt	147	soleil	masoandro	masoandro
9463	Bara (Ihosy)	46-Bara.Ihosy.txt	148	lune	volana	vola
9464	Bara (Ihosy)	46-Bara.Ihosy.txt	149	étoile	kintana	kinta
9465	Bara (Ihosy)	46-Bara.Ihosy.txt	150	eau	rano	rano
9466	Bara (Ihosy)	46-Bara.Ihosy.txt	151	pluie	orana	ora
9467	Bara (Ihosy)	46-Bara.Ihosy.txt	152	rivière	renirano	vavarano
9468	Bara (Ihosy)	46-Bara.Ihosy.txt	153	lac	farihy	atara
9469	Bara (Ihosy)	46-Bara.Ihosy.txt	154	mer	ranomasina	ranomasy
9470	Bara (Ihosy)	46-Bara.Ihosy.txt	155	sel	sira	sira
9471	Bara (Ihosy)	46-Bara.Ihosy.txt	156	pierre	vato	vato
9472	Bara (Ihosy)	46-Bara.Ihosy.txt	157	sable	fasika	fasiky
9473	Bara (Ihosy)	46-Bara.Ihosy.txt	158	poussière	vovoka	bo
9474	Bara (Ihosy)	46-Bara.Ihosy.txt	159	terre	tany	tany
9475	Bara (Ihosy)	46-Bara.Ihosy.txt	160	nuage	rahona	raho
9476	Bara (Ihosy)	46-Bara.Ihosy.txt	161	brouillard	zavona	zavo
9477	Bara (Ihosy)	46-Bara.Ihosy.txt	162	ciel	lanitra	lanisy
9478	Bara (Ihosy)	46-Bara.Ihosy.txt	163	vent	rivotra	rivosy
9479	Bara (Ihosy)	46-Bara.Ihosy.txt	164	neige	ranomandry	ranomandry
9480	Bara (Ihosy)	46-Bara.Ihosy.txt	165	glace	ranomandry	glasy
9481	Bara (Ihosy)	46-Bara.Ihosy.txt	166	fumée	setroka	setroky
9482	Bara (Ihosy)	46-Bara.Ihosy.txt	167	feu	afo	afo
9483	Bara (Ihosy)	46-Bara.Ihosy.txt	168	cendre	lavenona	lavenoky
9484	Bara (Ihosy)	46-Bara.Ihosy.txt	169	brûler	mandoro	magnoro
9485	Bara (Ihosy)	46-Bara.Ihosy.txt	170	route	lalana	lala
9486	Bara (Ihosy)	46-Bara.Ihosy.txt	171	montagne	tendrombohitra	vohisy
9487	Bara (Ihosy)	46-Bara.Ihosy.txt	172	rouge	mena	mena
9488	Bara (Ihosy)	46-Bara.Ihosy.txt	173	vert	maitso	meso
9489	Bara (Ihosy)	46-Bara.Ihosy.txt	174	jaune	mavo	vony
9490	Bara (Ihosy)	46-Bara.Ihosy.txt	175	blanc	fotsy	fosy
9491	Bara (Ihosy)	46-Bara.Ihosy.txt	176	noir	mainty	minty
9492	Bara (Ihosy)	46-Bara.Ihosy.txt	177	nuit	alina	aly
9493	Bara (Ihosy)	46-Bara.Ihosy.txt	178	jour	andro	andro
9494	Bara (Ihosy)	46-Bara.Ihosy.txt	179	an (année)	taona	tao
9495	Bara (Ihosy)	46-Bara.Ihosy.txt	180	chaud	mafana	mafana
9496	Bara (Ihosy)	46-Bara.Ihosy.txt	181	froid	mangatsiaka	manisy
9497	Bara (Ihosy)	46-Bara.Ihosy.txt	182	plein	feno	feno
9498	Bara (Ihosy)	46-Bara.Ihosy.txt	183	nouveau	vaovao	vao
9499	Bara (Ihosy)	46-Bara.Ihosy.txt	184	vieux	antitra	antisy
9500	Bara (Ihosy)	46-Bara.Ihosy.txt	185	bon	tsara	soa
9501	Bara (Ihosy)	46-Bara.Ihosy.txt	186	mauvais	ratsy	raty
9502	Bara (Ihosy)	46-Bara.Ihosy.txt	187	pourri	lo	lo
9503	Bara (Ihosy)	46-Bara.Ihosy.txt	188	sale	maloto	motaky
9504	Bara (Ihosy)	46-Bara.Ihosy.txt	189	droit	mahitsy	mahisy
9505	Bara (Ihosy)	46-Bara.Ihosy.txt	190	rond	boribory	bory
9506	Bara (Ihosy)	46-Bara.Ihosy.txt	191	tranchant	maranitra	maragnisy
9507	Bara (Ihosy)	46-Bara.Ihosy.txt	192	émoussé	dombo	dombo
9508	Bara (Ihosy)	46-Bara.Ihosy.txt	193	lisse	malama	malama
9509	Bara (Ihosy)	46-Bara.Ihosy.txt	194	mouillé	mando	le
9510	Bara (Ihosy)	46-Bara.Ihosy.txt	195	sec	maina	maiky
9511	Bara (Ihosy)	46-Bara.Ihosy.txt	196	juste (correct)	mety	mety
9512	Bara (Ihosy)	46-Bara.Ihosy.txt	197	près	akaiky	mariny
9513	Bara (Ihosy)	46-Bara.Ihosy.txt	198	loin	lavitra	lavisy
9514	Bara (Ihosy)	46-Bara.Ihosy.txt	199	droite	havanana	havagna
9515	Bara (Ihosy)	46-Bara.Ihosy.txt	200	gauche	havia	havia
9516	Bara (Ihosy)	46-Bara.Ihosy.txt	201	à	any	agny
9517	Bara (Ihosy)	46-Bara.Ihosy.txt	202	dans	anaty	agnaty
9518	Bara (Ihosy)	46-Bara.Ihosy.txt	203	avec	amin'ny	miray
9519	Bara (Ihosy)	46-Bara.Ihosy.txt	204	et	sy	sy
9520	Bara (Ihosy)	46-Bara.Ihosy.txt	205	si	raha	laha
9521	Bara (Ihosy)	46-Bara.Ihosy.txt	206	parce que	satria	satria
9522	Bara (Ihosy)	46-Bara.Ihosy.txt	207	nom	anarana	agnara
9523	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	1	je	izaho	zaho
9524	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	2	tu	ianao	ana
9525	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	3	il	izy	izy
9526	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	4	nous	isika	antsika
9527	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	5	vous	ianareo	are
9528	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	6	ils	izy ireo	zare
9529	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	7	ceci	ity	to
9530	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	8	cela	izany	zany
9531	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	9	ici	eto	aketo
9532	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	10	là	ao	aka
9533	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	11	qui	iza	zovy
9534	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	12	que (qu'est-ce que; quoi)	inona	ino
9535	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	13	où	aiza	akeza
9536	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	14	quand	oviana	aforiagna
9537	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	15	comment	ahoana	magnankory
9538	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	16	ne pas	tsy	tsy
9539	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	17	tout	rehetra	jiaby
9540	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	18	beaucoup	betsaka	fontry
9541	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	19	quelques	vitsivitsy	vitsy
9542	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	20	peu	kely	hely
9543	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	21	autre	hafa	hafa
9544	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	22	un	iray	araiky
9545	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	23	deux	roa	roa
9546	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	24	trois	telo	telo
9547	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	25	quatre	efatra	efatra
9548	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	26	cinq	dimy	dimy
9549	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	27	grand	lehibe	geda
9550	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	28	long	lava	lava
9551	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	29	large	malalaka	malalaka
9552	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	30	épais	matevina	matevigny
9553	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	31	lourd	mavesatra	mavesatry
9554	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	32	petit	kely	hely
9555	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	33	court	fohy	fohy
9556	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	34	étroit	tery	mahety
9557	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	35	fin	manify	matify
9558	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	36	femme	vehivavy	vaiavy
9559	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	37	homme (mâle adulte)	lehilahy	lalahy
9560	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	38	homme (être humain)	olona	ologno
9561	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	39	enfant	zaza	zaza
9562	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	40	femme (épouse)	vady	vady
9563	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	41	mari	vady	vady
9564	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	42	mère	reny	niny
9565	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	43	père	ray	baba
9566	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	44	animal	biby	biby
9567	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	45	poisson	trondro	lako
9568	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	46	oiseau	vorona	vorogno
9569	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	47	chien	alika	fandroaka
9570	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	48	pou	hao	ahao
9571	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	49	serpent	bibilava	bibilava
9572	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	50	ver	kankana	hankagna
9573	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	51	arbre	hazo	kakazo
9574	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	52	forêt	ala	hatiala
9575	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	53	bâton	kibay	koboay
9576	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	54	fruit	voankazo	voankazo
9577	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	55	graine	voa	voaniny
9578	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	56	feuille	ravina	ravigny
9579	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	57	racine	faka	fakany
9580	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	58	écorce	hodi-kazo	hodinkazo
9581	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	59	fleur	voninkazo	folera
9582	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	60	herbe	ahitra	ahitry
9583	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	61	corde	tady	tady
9584	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	62	peau	hoditra	hoditry kakazo
9585	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	63	viande	hena	hena
9586	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	64	sang	ra	lio
9587	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	65	os	taolana	taholagna
9588	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	66	graisse (matière)	taviny	jaborany
9589	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	67	œuf	atody	antody
9590	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	68	corne	tandroka	tandroko
9591	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	69	queue	rambo	rambo
9592	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	70	plume	volom-borona	volomborogno
9593	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	71	cheveux	volo	volo
9594	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	72	tête	loha	loha
9595	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	73	oreille	sofina	sofigny
9596	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	74	œil	maso	maso
9597	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	75	nez	orona	orogno
9598	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	76	bouche	vava	vava
9599	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	77	dent	nify	nify
9600	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	78	langue	lela	lela
9601	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	79	ongle	hoho	angofo
9602	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	80	pied	tongotra	tongotro
9603	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	81	jambe	ranjo	bokombavitsy
9604	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	82	genou	lohalika	lohalitry
9605	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	83	main	tanana	tanagna
9606	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	84	aile	elatra	elatra
9607	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	85	ventre	kibo	kibo
9608	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	86	entrailles	tsinay	tsinay
9609	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	87	cou	vozona	vozogno
9610	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	88	dos	lamosina	lamosigny
9611	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	89	poitrine	tratra	tratra
9612	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	90	cœur	fo	fo
9613	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	91	foie	aty	aty
9614	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	92	boire	misotro	migiaka
9615	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	93	manger	mihinana	mihinagna
9616	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	94	mordre	manaikitra	magnekitry
9617	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	95	sucer	mifiaka	minono
9618	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	96	cracher	mandrehoka	mandrehoko
9619	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	97	vomir	mandoa	mandoa
9620	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	98	souffler	mitsoka	mitsotra
9621	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	99	respirer	miaina	miaigny
9622	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	100	rire	mihomehy	mimoehy
9623	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	101	voir	mahita	mahita
9624	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	102	entendre	mihaino	mitandregny
9625	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	103	savoir	mahay	mahay
9626	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	104	penser	mieritreritra	mandiniky
9627	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	105	sentir (par le nez)	manimbolo	matandregny
9628	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	106	craindre	matahotra	matahotro
9629	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	107	dormir	matory	mandry
9630	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	108	vivre	velona	velogno
9631	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	109	mourir	maty	maty
9632	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	110	tuer	mamono	mamono
9633	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	111	se battre	miady	miady
9634	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	112	chasser	mihaza	mijoko
9635	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	113	frapper	mikapoka	mamiko
9636	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	114	couper	mandidy	manapaka
9637	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	115	fendre (diviser)	mamaky	mamaky
9638	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	116	poignarder	manatsatoka antsy	magnatroboky
9639	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	117	gratter	mikiky	mikiky
9640	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	118	creuser	mangady	mangady
9641	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	119	nager	milomano	milomoagno
9642	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	120	voler	manidina	magnembagna
9643	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	121	aller	mandeha	mandeha
9644	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	122	venir	avy	navy
9645	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	123	être couche	mandry	mandry
9646	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	124	être assis	mipetraka	mantontry
9647	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	125	être debout	mitsangana	mitsangana
9648	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	126	tourner	mihodina	mihodigny
9649	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	127	tomber	mianjera	lavo
9650	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	128	donner	manome	magname
9651	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	129	tenir	mitantana	mitantagna
9652	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	130	presser (comme un citron)	manery	mitery
9653	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	131	frotter	manakasoka	mikosoko
9654	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	132	laver	manasa	manasa
9655	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	133	essuyer	mamafa	mamafa
9656	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	134	tirer	mitifitra	mitifitry
9657	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	135	pousser	manosika	manosiky
9658	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	136	jeter (lancer)	manoraka	manopy
9659	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	137	lier	mamehy	mamatotro
9660	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	138	coudre	manjaitra	manjaitry
9661	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	139	compter	manisa	magnisa
9662	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	140	dire	milaza	mikoragna
9663	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	141	chanter	mihira	mihira
9664	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	142	jouer	milalao	misoma
9665	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	143	flotter	mitsinkafona	mitsingevagna
9666	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	144	couler	mikoriana	mikoriagna
9667	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	145	geler	mandry	mivaingagna
9668	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	146	gonfler	mibontsina	mibotsigny
9669	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	147	soleil	masoandro	masova
9670	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	148	lune	volana	volagna
9671	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	149	étoile	kintana	lakintagna
9672	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	150	eau	rano	rano
9673	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	151	pluie	orana	oragna
9674	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	152	rivière	renirano	renindrano
9675	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	153	lac	farihy	mantsabory
9676	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	154	mer	ranomasina	ranomasigny
9677	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	155	sel	sira	sira
9678	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	156	pierre	vato	vato
9679	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	157	sable	fasika	fasika
9680	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	158	poussière	vovoka	jofo
9681	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	159	terre	tany	tany
9682	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	160	nuage	rahona	rondro
9683	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	161	brouillard	zavona	zavogno
9684	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	162	ciel	lanitra	langitry
9685	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	163	vent	rivotra	rovitro
9686	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	164	neige	ranomandry	ranomivaingana
9687	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	165	glace	ranomandry	ranomivaingana
9688	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	166	fumée	setroka	setroko
9689	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	167	feu	afo	motro
9690	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	168	cendre	lavenona	jofo
9691	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	169	brûler	mandoro	mandoro
9692	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	170	route	lalana	lalagna
9693	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	171	montagne	tendrombohitra	tendrombohitry
9694	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	172	rouge	mena	mena
9695	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	173	vert	maitso	mahintso
9696	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	174	jaune	mavo	fondragna
9697	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	175	blanc	fotsy	fotsy
9698	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	176	noir	mainty	mahitigny
9699	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	177	nuit	alina	haligny
9700	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	178	jour	andro	mazava
9701	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	179	an (année)	taona	taogno
9702	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	180	chaud	mafana	mahevoko
9703	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	181	froid	mangatsiaka	manintsy
9704	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	182	plein	feno	feno
9705	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	183	nouveau	vaovao	vovo
9706	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	184	vieux	antitra	hantitry
9707	Tsimihety (Antsohihy)	47-Tsimihety.Antsohihy.txt	185	bon	tsara	tsara
